flight_no,airline,origin,destination,dep_hour,weather,delay_minutes
OO5337,IndiGo,MAF,DEN,6,SUNNY,NA
NK562,Spirit Airlines,LAX,LAS,6,CLOUDY,-9
UA416,SpiceJet,PDX,ORD,6,FOG,-13
B61403,GoAir,JFK,SJU,6,FOG,-23
HA107,Air India,KOA,HNL,6,SUNNY,11
OO4681,Akasa Air,EUG,SLC,6,STORM,-10
US1754,US Airways,RNO,PHX,6,FOG,-5
US1789,US Airways,PHX,CLT,6,CLEAR,-7
WN1966,Air India,CMH,ATL,6,SUNNY,116
WN2351,Air India,HOU,ATL,6,RAIN,-7
WN137,Air India,HOU,PHX,6,CLEAR,-4
AA1125,American Airlines,DTW,DFW,6,CLOUDY,NA
AA1165,American Airlines,BOS,JFK,6,RAIN,-13
AA1581,American Airlines,DFW,DCA,6,SUNNY,NA
AA2253,American Airlines,MSP,DFW,6,FOG,-6
AS504,Alaska Airlines,SEA,SNA,6,CLOUDY,-5
B699,GoAir,BDL,DCA,6,CLOUDY,-23
B6962,GoAir,SJU,BOS,6,FOG,90
B62006,Akasa Air,FLL,EWR,6,SNOW,8
DL828,Delta,MOB,ATL,6,FOG,-13
DL978,Delta,SAN,SLC,6,FOG,-10
DL985,Delta,LAS,SLC,6,CLEAR,-13
DL1275,Delta,DCA,DTW,6,RAIN,3
DL2384,Delta,SMF,SLC,6,STORM,16
DL1610,Delta,DEN,DTW,6,SNOW,-44
DL1866,Delta,SFO,ATL,6,SUNNY,-3
DL1919,Delta,LGA,MSP,6,RAIN,-4
EV2522,Vistara,LAW,DFW,6,RAIN,376
EV2512,Akasa Air,BRO,DFW,6,RAIN,-24
EV2572,IndiGo,PIB,MEI,6,SNOW,-11
EV4531,SpiceJet,CHS,IAH,6,STORM,36
EV4655,AirAsia,MEM,IAH,6,SUNNY,9
EV5123,Vistara,MGM,ATL,6,SUNNY,-12
F9582,AirAsia,SLC,DEN,6,RAIN,14
F9439,GoAir,OMA,DEN,6,SNOW,-12
MQ2958,Air India,FAR,DFW,6,SNOW,NA
MQ3432,Air India,DCA,JFK,6,SUNNY,161
MQ3613,IndiGo,MSN,DFW,6,STORM,NA
MQ3568,SpiceJet,CMH,LGA,6,FOG,-20
OO5348,GoAir,SBP,LAX,6,RAIN,-9
OO5256,AirAsia,COS,IAH,6,SNOW,13
OO4747,Air India,OAK,SLC,6,SUNNY,-1
OO5464,IndiGo,LAR,DEN,6,FOG,11
OO5608,Akasa Air,SAN,LAX,6,CLEAR,-5
OO5636,Akasa Air,BFL,SFO,6,SNOW,-10
OO6571,Air India,DRO,PHX,6,RAIN,56
OO6573,SpiceJet,MRY,PHX,6,SUNNY,-15
OO6616,IndiGo,FAT,PHX,6,CLEAR,10
NK612,Spirit Airlines,MSP,ORD,6,CLEAR,-19
NK940,Spirit Airlines,DFW,ORD,6,SUNNY,-17
OO6368,SpiceJet,BIS,DEN,6,STORM,-9
HA101,SpiceJet,ITO,HNL,6,SUNNY,1
B6762,GoAir,PBI,LGA,6,SNOW,11
OO5249,Vistara,SAT,ORD,6,CLOUDY,-3
UA207,GoAir,FLL,IAH,6,CLEAR,-5
US1931,US Airways,BUF,CLT,6,STORM,4
UA732,Air India,SEA,ORD,6,STORM,-28
WN698,AirAsia,CMH,FLL,6,SUNNY,-9
WN799,IndiGo,LAS,HOU,6,STORM,-2
WN687,AirAsia,PVD,MCO,6,CLOUDY,-4
WN823,SpiceJet,SAN,BWI,6,SNOW,-23
WN603,IndiGo,SAN,MDW,6,SNOW,-29
WN885,AirAsia,SMF,PHX,6,STORM,-10
UA1192,SpiceJet,SAN,DEN,6,STORM,-9
UA1568,Vistara,SAN,EWR,6,RAIN,-42
US460,US Airways,SJC,PHX,6,STORM,-9
AA269,American Airlines,SJC,DFW,6,FOG,NA
AA1186,American Airlines,DFW,BOS,6,CLOUDY,-5
AA1390,American Airlines,SAN,DFW,6,STORM,-24
AA2420,American Airlines,LAX,DFW,6,SUNNY,-1
AS545,Alaska Airlines,ONT,SEA,6,SUNNY,-10
AA955,American Airlines,RDU,MIA,6,SNOW,10
DL2129,Delta,ROC,ATL,6,CLEAR,-10
DL1518,Delta,MCO,ATL,6,RAIN,-9
DL1588,Delta,DCA,MSP,6,RAIN,6
EV4468,GoAir,CAE,IAH,6,RAIN,24
EV5534,Vistara,BTR,ATL,6,SNOW,-14
F91338,AirAsia,IAD,MSP,6,CLOUDY,-15
MQ3205,Akasa Air,SAV,DFW,6,FOG,NA
MQ3173,IndiGo,GRI,DFW,6,STORM,NA
NK470,Spirit Airlines,PDX,SAN,6,CLOUDY,-12
NK742,Spirit Airlines,DFW,MSP,6,FOG,-5
OO4762,Air India,PSP,SLC,6,CLEAR,9
OO4716,Air India,ISN,MSP,6,SNOW,-7
OO5616,Akasa Air,HLN,DEN,6,SNOW,3
UA1026,Akasa Air,MCO,IAH,6,SUNNY,20
B61481,AirAsia,BOS,RIC,6,STORM,-11
F9344,GoAir,BZN,DEN,6,SNOW,-12
OO4624,Vistara,FAT,SLC,6,SNOW,12
OO6372,SpiceJet,FSD,DEN,6,SNOW,-2
NK200,Spirit Airlines,IAH,ORD,6,FOG,-15
UA206,Air India,EWR,IAH,6,FOG,-3
DL1515,Delta,PIT,DTW,6,RAIN,-31
US1982,US Airways,FLL,CLT,6,CLOUDY,-10
UA525,IndiGo,MIA,EWR,6,CLEAR,3
WN871,IndiGo,DEN,ATL,6,STORM,-19
WN343,Vistara,MDW,PHX,6,RAIN,11
US598,US Airways,LAX,PHL,6,STORM,-17
AA127,American Airlines,IAD,DFW,6,RAIN,17
AA387,American Airlines,LAX,AUS,6,FOG,NA
AA1079,American Airlines,CLT,DFW,6,CLOUDY,7
AA1207,American Airlines,PHL,DFW,6,CLEAR,167
AA1343,American Airlines,DFW,CLT,6,STORM,-18
AA1635,American Airlines,ATL,DFW,6,SNOW,NA
AA2379,American Airlines,RDU,DFW,6,SUNNY,5
AA2272,American Airlines,SAT,DFW,6,SNOW,-22
AS124,Alaska Airlines,FAI,SEA,6,STORM,4
B670,Air India,FLL,BOS,6,SUNNY,5
B6966,SpiceJet,RSW,BOS,6,CLEAR,3
DL891,Delta,MIA,ATL,6,RAIN,-19
DL2234,Delta,BWI,MSP,6,SUNNY,36
DL2480,Delta,MDT,ATL,6,STORM,-35
B62180,Air India,EWR,BOS,6,SUNNY,-11
EV5221,SpiceJet,SCE,DTW,6,CLEAR,-25
F9308,AirAsia,GEG,DEN,6,CLOUDY,-6
MQ3609,Akasa Air,LEX,DFW,6,RAIN,NA
MQ3634,SpiceJet,VPS,DFW,6,STORM,NA
NK969,Spirit Airlines,BWI,ORD,6,SUNNY,4
OO6557,GoAir,SBA,PHX,6,FOG,12
OO6564,Vistara,SBP,PHX,6,SNOW,-11
EV4418,AirAsia,PNS,IAH,6,STORM,-4
OO6230,GoAir,COS,DEN,6,SNOW,-9
EV3272,Vistara,CLE,ORD,6,STORM,-10
HA104,GoAir,LIH,HNL,6,RAIN,-9
OO7396,SpiceJet,TWF,SLC,6,FOG,1
DL1592,Delta,SAN,ATL,6,RAIN,-19
UA195,Air India,BDL,ORD,6,RAIN,5
US649,US Airways,LAX,PHX,6,CLEAR,4
US674,US Airways,EWR,PHX,6,STORM,22
US835,US Airways,PHL,CLT,6,CLOUDY,-2
UA572,IndiGo,AUS,IAH,6,SNOW,20
UA577,SpiceJet,SFO,EWR,6,SUNNY,55
OO5628,AirAsia,RNO,SFO,6,SUNNY,-6
WN4570,GoAir,SEA,MDW,6,CLOUDY,-9
WN660,IndiGo,SJU,TPA,6,STORM,3
UA1231,Vistara,HNL,LAX,6,RAIN,-15
US401,US Airways,CLT,PHL,6,FOG,-1
US433,US Airways,JFK,PHX,6,SUNNY,5
US567,US Airways,SAN,PHX,6,SNOW,7
US595,US Airways,ONT,PHX,6,CLOUDY,156
AA148,American Airlines,MIA,CLT,6,FOG,-11
AA330,American Airlines,PBI,ORD,6,STORM,8
AA1381,American Airlines,EWR,DFW,6,RAIN,10
AS157,Alaska Airlines,ANC,OTZ,6,RAIN,-10
AS499,Alaska Airlines,SAN,SEA,6,SNOW,-9
AS573,Alaska Airlines,SAN,PDX,6,CLEAR,-8
B623,GoAir,JFK,LAX,6,SNOW,4
B61099,Vistara,LGA,MCO,6,RAIN,-30
B6929,AirAsia,JFK,RSW,6,FOG,-17
B61285,AirAsia,BOS,PIT,6,RAIN,2
DL418,Delta,SFO,JFK,6,RAIN,-20
DL783,Delta,MSP,ATL,6,CLEAR,-16
DL1984,Delta,AUS,ATL,6,SNOW,-22
DL2114,Delta,COS,ATL,6,FOG,-7
DL2283,Delta,DTW,ATL,6,FOG,-31
DL2370,Delta,MSY,LGA,6,FOG,-3
DL1598,Delta,SEA,ATL,6,SUNNY,13
DL1809,Delta,EWR,ATL,6,SNOW,-38
DL1872,Delta,TPA,ATL,6,CLEAR,-15
EV2549,GoAir,BPT,DFW,6,CLOUDY,1
EV3261,Vistara,RIC,IAD,6,STORM,-7
EV3929,Akasa Air,EWR,JAX,6,CLOUDY,-13
EV4306,GoAir,GPT,IAH,6,RAIN,-5
F9295,Vistara,TPA,DEN,6,STORM,69
F9711,Akasa Air,RSW,DEN,6,SNOW,9
F91246,Air India,DEN,DFW,6,RAIN,17
F91108,Akasa Air,CLE,MCO,6,SNOW,-6
MQ2913,Vistara,GPT,DFW,6,CLOUDY,NA
MQ3649,Air India,MGM,DFW,6,CLEAR,NA
OO2604,AirAsia,SAN,LAX,6,SUNNY,-16
NK379,Spirit Airlines,ACY,MYR,6,FOG,10
OO5381,AirAsia,STC,ORD,6,CLOUDY,7
OO4553,Air India,BOI,LAX,6,STORM,-9
OO5186,GoAir,SFO,SAN,6,SNOW,-4
OO5581,SpiceJet,MSP,LAX,6,SUNNY,12
OO6588,IndiGo,BFL,PHX,6,SNOW,-1
UA1534,Akasa Air,TPA,ORD,6,STORM,-5
EV5764,Vistara,ORD,IAD,6,CLOUDY,-17
HA114,GoAir,HNL,OGG,6,CLEAR,-6
B6675,SpiceJet,JFK,MSY,6,FOG,2
OO5297,IndiGo,MKE,ORD,6,RAIN,-25
UA410,AirAsia,MIA,ORD,6,CLEAR,19
US700,US Airways,SEA,PHL,6,CLEAR,-23
WN1926,Air India,SAT,ATL,6,RAIN,-10
WN1119,Akasa Air,PDX,MDW,6,STORM,-6
US474,US Airways,LAS,PHX,6,FOG,-13
AA129,American Airlines,JAX,DFW,6,SUNNY,8
AA1349,American Airlines,MSY,DFW,6,CLOUDY,NA
AA1543,American Airlines,PIT,DFW,6,STORM,-27
AA2220,American Airlines,COS,DFW,6,STORM,-9
AS240,Alaska Airlines,SEA,SAN,6,RAIN,-8
AS576,Alaska Airlines,PDX,SAN,6,SUNNY,-12
AS724,Alaska Airlines,SEA,SLC,6,CLOUDY,-10
B6475,SpiceJet,PVD,MCO,6,RAIN,8
B61467,GoAir,HPN,PBI,6,STORM,-26
AS98,Alaska Airlines,ANC,SEA,0,STORM,-22
AA2336,American Airlines,LAX,PBI,0,STORM,-9
US840,US Airways,SFO,CLT,0,RAIN,5
AA258,American Airlines,LAX,MIA,0,SNOW,-9
AS135,Alaska Airlines,SEA,ANC,0,RAIN,-21
DL806,Delta,SFO,MSP,0,FOG,8
NK612,Spirit Airlines,LAS,MSP,0,FOG,-17
US2013,US Airways,LAX,CLT,0,SNOW,-10
AA1112,American Airlines,SFO,DFW,0,RAIN,-13
DL1173,Delta,LAS,ATL,0,CLOUDY,-15
DL2336,Delta,DEN,ATL,0,SUNNY,-30
AA1674,American Airlines,LAS,MIA,0,SNOW,-10
DL1434,Delta,LAX,MSP,0,SNOW,-4
DL2324,Delta,SLC,ATL,0,CLEAR,-22
DL2440,Delta,SEA,MSP,0,FOG,8
AS108,Alaska Airlines,ANC,SEA,0,RAIN,-14
DL1560,Delta,ANC,SEA,0,CLOUDY,-24
UA1197,IndiGo,SFO,IAH,0,RAIN,-7
AS122,Alaska Airlines,ANC,PDX,0,RAIN,-18
DL1670,Delta,PDX,MSP,0,CLEAR,-12
NK520,Spirit Airlines,LAS,MCI,0,SUNNY,6
AA371,American Airlines,SEA,MIA,1,CLEAR,1
NK214,Spirit Airlines,LAS,DFW,1,CLEAR,-1
AA115,American Airlines,LAX,MIA,1,CLOUDY,-12
DL1450,Delta,LAS,MSP,1,RAIN,-23
UA1545,Vistara,LAX,IAH,1,FOG,-11
AS130,Alaska Airlines,FAI,SEA,1,STORM,-3
NK597,Spirit Airlines,MSP,FLL,1,FOG,25
US413,US Airways,LAS,CLT,1,CLEAR,-31
AA2392,American Airlines,DEN,MIA,1,SNOW,2
NK168,Spirit Airlines,PHX,ORD,1,RAIN,43
AA2211,American Airlines,PHX,MIA,1,SUNNY,-16
AS136,Alaska Airlines,ANC,SEA,1,SNOW,NA
DL95,Delta,SLC,ATL,1,CLEAR,10
NK298,Spirit Airlines,LAS,IAH,1,RAIN,-4
HA17,IndiGo,LAS,HNL,1,STORM,15
US617,US Airways,ANC,PHX,1,CLOUDY,-10
UA1528,IndiGo,SJU,EWR,1,SUNNY,-11
AS134,Alaska Airlines,ANC,SEA,1,STORM,-35
B6304,Air India,SJU,JFK,1,FOG,11
NK451,Spirit Airlines,PBG,FLL,1,CLOUDY,-33
NK972,Spirit Airlines,PHX,DFW,1,STORM,1
AA2459,American Airlines,PHX,DFW,2,CLEAR,NA
AS144,Alaska Airlines,ANC,PDX,2,CLEAR,-11
NK647,Spirit Airlines,IAG,FLL,2,FOG,-11
B61990,GoAir,SJU,EWR,2,STORM,4
US699,US Airways,PHX,CLT,2,RAIN,-36
AS114,Alaska Airlines,ANC,SEA,2,SUNNY,-12
B6668,Air India,PSE,MCO,2,CLOUDY,-9
UA1162,Air India,BQN,EWR,2,STORM,6
B61030,IndiGo,BQN,MCO,3,CLOUDY,20
B6262,Akasa Air,SJU,BOS,3,RAIN,-16
B62134,Akasa Air,SJU,MCO,4,SNOW,85
B6730,GoAir,BQN,MCO,4,CLEAR,-7
B6768,IndiGo,PSE,MCO,4,FOG,-1
B62276,Vistara,SJU,BDL,4,CLOUDY,89
US602,US Airways,ORD,PHX,5,CLOUDY,3
AS695,Alaska Airlines,GEG,SEA,5,SUNNY,0
HA102,AirAsia,HNL,ITO,5,STORM,-6
OO5467,GoAir,ONT,SFO,5,CLOUDY,9
HA108,Air India,HNL,KOA,5,FOG,5
AS730,Alaska Airlines,ANC,SEA,5,CLEAR,-14
HA206,Air India,HNL,OGG,5,CLEAR,-11
UA1500,Akasa Air,ORD,IAH,5,RAIN,11
AA1323,American Airlines,MCO,MIA,5,CLEAR,-11
NK103,Spirit Airlines,BOS,MYR,5,SNOW,-10
OO7404,SpiceJet,HIB,MSP,5,CLOUDY,0
OO7419,IndiGo,ABR,MSP,5,STORM,-4
OO5254,IndiGo,MAF,IAH,5,CLEAR,NA
US480,US Airways,SEA,PHX,5,STORM,-2
AA1057,American Airlines,DFW,MIA,5,FOG,102
AA2454,American Airlines,BOS,MIA,5,SUNNY,2
EV4354,SpiceJet,MKE,IAH,5,STORM,13
US425,US Airways,PDX,PHX,5,SUNNY,60
AA89,American Airlines,IAH,MIA,5,SNOW,54
DL2099,Delta,BNA,DTW,5,SNOW,-6
EV4685,GoAir,BRO,IAH,5,RAIN,-5
EV5583,Vistara,VPS,ATL,5,SNOW,-15
OO5484,Akasa Air,BOI,SFO,5,SNOW,3
OO7370,Vistara,BJI,MSP,5,STORM,9
HA103,Vistara,HNL,LIH,5,STORM,-12
EV5187,GoAir,BNA,ATL,5,CLEAR,5
MQ2859,Air India,SGF,DFW,5,SNOW,NA
UA1201,GoAir,PHL,IAH,5,FOG,6
UA1221,SpiceJet,PDX,DEN,5,CLEAR,4
UA1607,Air India,SEA,DEN,5,FOG,-1
AA328,American Airlines,DEN,DFW,5,SUNNY,66
EV5764,IndiGo,SBN,ORD,5,CLOUDY,-14
F91279,Air India,PHL,MCO,5,CLOUDY,-18
NK409,Spirit Airlines,ORD,FLL,5,SNOW,-25
OO5460,AirAsia,RDD,SFO,5,STORM,NA
OO6391,SpiceJet,EUG,DEN,5,RAIN,13
UA1532,Akasa Air,SFO,DEN,5,CLEAR,26
UA1167,AirAsia,ORD,DEN,5,SUNNY,3
UA1012,Air India,IAD,IAH,5,SNOW,14
B62001,GoAir,BUF,JFK,5,CLEAR,-15
B62807,GoAir,PWM,JFK,5,SNOW,-25
B62023,AirAsia,JFK,SJU,5,CLEAR,19
EV4557,Air India,CRP,IAH,5,STORM,-21
EV5241,Vistara,PIA,DTW,5,RAIN,-18
EV5498,GoAir,ORD,DTW,5,SNOW,-3
OO6512,Vistara,FAT,LAX,5,SUNNY,0
UA1577,GoAir,SMF,DEN,5,STORM,78
OO4986,Air India,AUS,LAX,5,CLEAR,-16
B6727,Air India,BOS,BWI,5,SNOW,-21
B61012,SpiceJet,ORD,BOS,5,SNOW,-33
DL824,Delta,PHX,DTW,5,RAIN,128
DL941,Delta,MCI,ATL,5,SNOW,-15
DL2079,Delta,BOS,DTW,5,CLOUDY,-21
EV3268,Akasa Air,ATL,IAD,5,STORM,14
EV4160,IndiGo,JAX,EWR,5,RAIN,-14
OO6285,Vistara,MFR,DEN,5,STORM,25
OO5184,Air India,SLC,IAH,5,SNOW,-16
OO6358,Air India,IDA,DEN,5,FOG,7
F9161,AirAsia,MSN,DEN,5,STORM,-11
OO4833,AirAsia,MKE,DTW,5,CLOUDY,-21
UA1119,Air India,GEG,DEN,5,CLOUDY,-6
UA1237,GoAir,SEA,IAH,5,RAIN,11
UA1540,SpiceJet,DCA,IAH,5,FOG,-7
AA1433,American Airlines,SAT,DFW,5,FOG,-12
AA2299,American Airlines,JFK,MIA,5,FOG,69
B6721,AirAsia,BOS,PBI,5,SUNNY,-9
B6917,Vistara,BOS,JFK,5,FOG,-13
B6939,Air India,JFK,BQN,5,FOG,-19
DL1890,Delta,DFW,ATL,5,SNOW,-2
EV4646,Akasa Air,CHS,EWR,5,STORM,1
F9365,AirAsia,MKE,DEN,5,SUNNY,17
F9117,Air India,MSP,DEN,5,SUNNY,-8
MQ2926,Air India,CHS,DFW,5,SNOW,NA
OO2599,Vistara,DEN,LAX,5,CLEAR,56
OO5482,IndiGo,SBA,DEN,5,SNOW,10
OO6457,IndiGo,SMX,LAX,5,SNOW,NA
HA218,Akasa Air,HNL,KOA,5,SNOW,-6
B6515,GoAir,BOS,BUF,5,RAIN,-6
UA228,Vistara,PDX,EWR,5,SNOW,-35
US641,US Airways,IND,PHX,5,RAIN,4
UA495,Air India,LAX,DEN,5,SNOW,-9
UA507,IndiGo,CLE,IAH,5,STORM,43
UA1553,Vistara,BOS,EWR,5,CLEAR,-19
US403,US Airways,DEN,PHX,5,STORM,-10
US446,US Airways,MCI,PHX,5,RAIN,-5
AA1178,American Airlines,AUS,DFW,5,STORM,-1
AA2410,American Airlines,LAX,DFW,5,CLOUDY,2
DL2453,Delta,GSP,ATL,5,STORM,0
B62228,GoAir,MCO,EWR,5,STORM,-7
EV4555,GoAir,MCI,IAH,5,FOG,1
EV5698,IndiGo,BDL,IAD,5,SNOW,-19
MQ3534,SpiceJet,ABI,DFW,5,SNOW,NA
EV4339,SpiceJet,RIC,IAH,5,STORM,13
OO6204,Vistara,BFL,DEN,5,STORM,20
OO6261,Vistara,SAT,SFO,5,RAIN,-19
OO5160,GoAir,OMA,IAH,5,FOG,21
OO6224,AirAsia,RDM,DEN,5,CLOUDY,6
B6860,Vistara,FLL,BDL,5,SNOW,9
EV5230,GoAir,CID,ATL,5,CLOUDY,-17
WN526,AirAsia,SFO,DEN,5,STORM,-2
UA1222,Air India,MCO,LAX,5,RAIN,4
UA1507,Air India,TPA,EWR,5,SUNNY,-13
AA1094,American Airlines,SEA,DFW,5,SUNNY,16
AA1233,American Airlines,BOS,DFW,5,SNOW,-10
B6115,IndiGo,SYR,JFK,5,SUNNY,-13
B6185,Air India,ROC,JFK,5,CLOUDY,-17
EV2519,Vistara,TYR,DFW,5,RAIN,-9
EV3928,AirAsia,MCI,ORD,5,CLEAR,-12
EV3941,Akasa Air,LAN,ORD,5,STORM,6
EV5976,Vistara,BUF,EWR,5,SNOW,226
MQ3161,GoAir,XNA,DFW,5,FOG,NA
EV5677,IndiGo,GSO,EWR,5,CLEAR,-22
NK224,Spirit Airlines,ORD,LGA,5,STORM,27
UA1457,GoAir,LAX,IAH,5,FOG,-16
AA1205,American Airlines,EWR,MIA,5,CLOUDY,-13
OO5547,Akasa Air,ONT,DEN,5,RAIN,116
UA210,Air India,MSP,DEN,6,SUNNY,-23
UA214,Air India,PBI,IAH,6,STORM,-3
UA247,SpiceJet,PHX,IAH,6,STORM,123
UA256,Vistara,RSW,IAH,6,SUNNY,-1
UA319,Vistara,EWR,MCO,6,CLEAR,-18
UA374,AirAsia,OMA,ORD,6,SNOW,-6
US635,US Airways,SMF,PHX,6,SNOW,12
US646,US Airways,OAK,PHX,6,SUNNY,8
US1941,US Airways,PVD,CLT,6,CLEAR,-14
UA422,SpiceJet,RNO,DEN,6,SNOW,14
UA544,AirAsia,PIT,IAH,6,RAIN,24
UA1016,GoAir,DEN,IAH,6,SUNNY,-4
WN4122,Vistara,BOS,BWI,6,RAIN,-26
WN4822,IndiGo,LAS,BWI,6,CLOUDY,-25
WN2215,GoAir,ABQ,HOU,6,SUNNY,22
WN676,IndiGo,PHX,SLC,6,SUNNY,-6
WN2787,IndiGo,PIT,FLL,6,SUNNY,-26
WN4859,Vistara,PVD,BWI,6,SNOW,-13
WN597,AirAsia,SFO,ATL,6,CLEAR,-16
UA1158,SpiceJet,SFO,ORD,6,FOG,-4
UA1163,IndiGo,MCO,EWR,6,RAIN,-18
UA1188,Air India,PDX,IAH,6,SUNNY,11
UA1198,Vistara,BOS,ORD,6,RAIN,-11
UA1224,Akasa Air,SFO,LAX,6,CLEAR,-11
UA1296,AirAsia,SAT,LAX,6,STORM,-3
UA1431,IndiGo,BOS,LAX,6,SNOW,-5
UA1637,Vistara,SEA,EWR,6,CLOUDY,-14
UA1735,AirAsia,LAX,ORD,6,CLOUDY,-16
US410,US Airways,IAH,PHX,6,FOG,-4
US459,US Airways,MCO,PHX,6,RAIN,10
US610,US Airways,SFO,PHX,6,CLOUDY,3
AA72,American Airlines,DFW,MCO,6,SNOW,3
AA196,American Airlines,MIA,PHL,6,SNOW,14
AA304,American Airlines,SLC,DFW,6,CLEAR,12
AA175,American Airlines,DCA,DFW,6,SUNNY,NA
AA281,American Airlines,MIA,DFW,6,FOG,-1
AA233,American Airlines,BWI,MIA,6,SUNNY,31
AA1100,American Airlines,DFW,LGA,6,CLOUDY,-5
AA1103,American Airlines,LGA,DFW,6,CLOUDY,NA
AA1028,American Airlines,DEN,ORD,6,SNOW,-27
AA1039,American Airlines,MCI,DFW,6,CLOUDY,3
AA1055,American Airlines,MCO,DFW,6,STORM,NA
AA1180,American Airlines,SFO,DFW,6,CLOUDY,NA
AA1345,American Airlines,TUL,DFW,6,CLEAR,-11
AA1297,American Airlines,LGA,MIA,6,FOG,50
AA1411,American Airlines,LIT,DFW,6,CLEAR,-10
AA1084,American Airlines,MIA,LGA,6,FOG,-9
AA1088,American Airlines,LAS,DFW,6,CLOUDY,7
AA1534,American Airlines,PDX,DFW,6,CLOUDY,-3
AA1573,American Airlines,TPA,DFW,6,CLEAR,-20
AA1660,American Airlines,SMF,DFW,6,STORM,31
AA2204,American Airlines,MSY,MIA,6,STORM,-13
AA1515,American Airlines,LAX,ORD,6,FOG,-26
AA2307,American Airlines,OMA,DFW,6,CLOUDY,5
AA2363,American Airlines,OKC,DFW,6,SUNNY,30
AS81,Alaska Airlines,SEA,ANC,6,FOG,-13
AS162,Alaska Airlines,FAI,ANC,6,STORM,-9
AS200,Alaska Airlines,SEA,SJC,6,SNOW,-9
AS342,Alaska Airlines,SEA,OAK,6,STORM,-16
AS406,Alaska Airlines,PDX,SJC,6,FOG,-13
AS477,Alaska Airlines,LAX,SEA,6,RAIN,-9
AS631,Alaska Airlines,PHX,SEA,6,CLEAR,-12
AS683,Alaska Airlines,DEN,SEA,6,CLEAR,-34
AS699,Alaska Airlines,GEG,SEA,6,CLOUDY,3
B6130,Vistara,RSW,JFK,6,CLOUDY,-2
B6154,IndiGo,PBI,JFK,6,RAIN,9
B6353,Akasa Air,JFK,PBI,6,FOG,-22
B6226,Air India,TPA,JFK,6,CLOUDY,-5
B6272,SpiceJet,FLL,LGA,6,SNOW,2
B6447,Air India,OAK,LGB,6,CLOUDY,-10
B6371,Air India,LGA,FLL,6,RAIN,-6
B6583,IndiGo,JFK,MCO,6,RAIN,-19
B6605,SpiceJet,EWR,FLL,6,CLEAR,-21
B6525,IndiGo,JFK,TPA,6,SUNNY,-1
B6746,Vistara,PSE,JFK,6,FOG,-5
B6776,IndiGo,MSY,JFK,6,STORM,-18
B6794,SpiceJet,AUS,JFK,6,CLEAR,-10
B6838,Akasa Air,BQN,JFK,6,STORM,15
B6892,IndiGo,TPA,BOS,6,FOG,-12
B61678,AirAsia,JAX,JFK,6,SUNNY,8
B61790,AirAsia,DCA,BOS,6,CLOUDY,1
DL421,Delta,JFK,ATL,6,CLEAR,-19
DL731,Delta,LGA,DTW,6,CLEAR,-1
DL743,Delta,RNO,SLC,6,CLEAR,18
DL750,Delta,BOS,JFK,6,CLOUDY,-8
DL809,Delta,BOS,MSP,6,STORM,2
DL904,Delta,LGA,ATL,6,SNOW,-32
DL977,Delta,ORD,ATL,6,SNOW,-21
DL1088,Delta,ANC,MSP,6,SNOW,-40
DL1098,Delta,ATW,ATL,6,RAIN,-32
DL1205,Delta,PHX,ATL,6,CLEAR,107
DL1234,Delta,PNS,ATL,6,FOG,-20
DL1235,Delta,MCO,SLC,6,FOG,-10
AA1462,American Airlines,ONT,DFW,6,CLEAR,NA
AA913,American Airlines,DCA,MIA,6,FOG,-1
DL1961,Delta,RIC,ATL,6,CLEAR,-28
DL2154,Delta,LAX,ATL,6,CLOUDY,-20
DL2282,Delta,BOS,ATL,6,FOG,-22
DL2417,Delta,LAS,DTW,6,RAIN,-22
DL1540,Delta,OKC,ATL,6,CLOUDY,-3
DL1574,Delta,MCO,MSP,6,STORM,-7
DL1700,Delta,MEM,ATL,6,SUNNY,-6
DL1867,Delta,TUL,ATL,6,CLOUDY,-24
DL1937,Delta,BWI,DTW,6,FOG,-19
B6159,Akasa Air,BOS,PHL,6,CLEAR,-21
B6198,AirAsia,MCO,LGA,6,SUNNY,2
B61502,Akasa Air,FLL,JFK,6,SNOW,17
B61504,SpiceJet,SJU,JFK,6,FOG,59
B61600,AirAsia,BOS,DCA,6,SNOW,-23
EV2533,Vistara,TYS,DFW,6,STORM,10
EV4213,IndiGo,MHT,ORD,6,CLOUDY,-4
EV4431,AirAsia,SAV,EWR,6,CLEAR,85
EV4411,IndiGo,MEM,EWR,6,CLOUDY,-20
EV4756,Air India,CLT,ORD,6,CLEAR,18
EV4768,Akasa Air,TYS,IAD,6,SUNNY,-2
EV4740,Air India,GRB,ORD,6,RAIN,-10
EV5103,AirAsia,ABE,DTW,6,CLEAR,-20
EV5275,AirAsia,JAN,ATL,6,SNOW,-10
EV5491,AirAsia,OAJ,ATL,6,CLEAR,-3
EV5978,AirAsia,FAR,ORD,6,FOG,0
EV5917,Akasa Air,JAN,ORD,6,SUNNY,-19
EV6133,AirAsia,ERI,ORD,6,FOG,19
EV6082,GoAir,ATW,ORD,6,CLEAR,0
EV6122,GoAir,LEX,ORD,6,CLOUDY,-11
EV6143,Akasa Air,CWA,ORD,6,CLOUDY,-3
F9865,Air India,MSO,DEN,6,CLEAR,NA
F91256,Air India,ORD,MIA,6,STORM,NA
F91104,Akasa Air,CLE,FLL,6,CLEAR,-22
F91057,GoAir,IAH,SFO,6,CLOUDY,-6
